Wavelength,29DEC18
350,0.02920894702216794
351,0.029112068112539836
352,0.02880720113505191
353,0.028720216840592817
354,0.02910236051040299
355,0.02917474516531253
356,0.029245699823183688
357,0.029308176846691066
358,0.02917736170915569
359,0.02932395259777257
360,0.02949827571272764
361,0.0294397083873167
362,0.029581305197899685
363,0.029627936647904547
364,0.029797704209761813
365,0.029966964212990076
366,0.030012444269630713
367,0.030066161064325414
368,0.03010795496839988
369,0.03027393871442051
370,0.030381883420052415
371,0.030457243443603996
372,0.030574342936622485
373,0.03065542571493738
374,0.030812755206160752
375,0.0310066693597585
376,0.03122770610296771
377,0.03137749592792874
378,0.03155575854450768
379,0.03167861646043737
380,0.03191097543754343
381,0.03202809996667559
382,0.032302204241207846
383,0.032561145966221616
384,0.03274427396125887
385,0.032918817896823216
386,0.03323923836876137
387,0.033552846689294126
388,0.03382515146607233
389,0.03408171914599874
390,0.03433450422359205
391,0.03461336015838215
392,0.03486473298911322
393,0.03517199668533892
394,0.035546634968371155
395,0.03591441871230029
396,0.036275186215288524
397,0.03656970991374736
398,0.036935549527706155
399,0.03723812478126034
400,0.03757283053502664
401,0.0378864479723111
402,0.03819625364582791
403,0.03854235221472757
404,0.03889034393195329
405,0.03919251225975674
406,0.03959111615816546
407,0.039999910616748915
408,0.04040213584978058
409,0.04080680461971194
410,0.04122230270414074
411,0.0416173353173652
412,0.042016693210012904
413,0.042438289245501845
414,0.04286287507565287
415,0.04324194702350282
416,0.04364023732739096
417,0.043986288950560344
418,0.04433856955511732
419,0.04471870683694918
420,0.04505287504555915
421,0.04543223693490063
422,0.04580952573776899
423,0.04614438179408638
424,0.046446538911846955
425,0.04679307637694736
426,0.047118446267053984
427,0.047441252516811576
428,0.04779039842018131
429,0.048133124448038564
430,0.048481701869958954
431,0.048812936255767964
432,0.04909618926225177
433,0.049413431887580406
434,0.04971369008568838
435,0.05000404220589982
436,0.050315042703432775
437,0.05059226233845361
438,0.05082729706905177
439,0.051038488623320874
440,0.05123566834460827
441,0.05148023482811514
442,0.051744425316661014
443,0.051987577869204944
444,0.052216061051098966
445,0.05243100605313554
446,0.05265304523309586
447,0.05291269212358239
448,0.05319222890076406
449,0.053450692967712835
450,0.05369745912152933
451,0.05396187186056404
452,0.054170802976777746
453,0.05438673172066601
454,0.05460956553972883
455,0.05485531141967649
456,0.055138794531478255
457,0.05539002366780649
458,0.055591158195575446
459,0.05579509086519181
460,0.055982518289425964
461,0.05614470121350815
462,0.05633993225635084
463,0.056546019220699795
464,0.05676785869668077
465,0.05695538768781755
466,0.05715386545448601
467,0.05734151914914763
468,0.057576249445258354
469,0.05782497991519962
470,0.05804398652752098
471,0.05828022005636675
472,0.05847701312123613
473,0.05866082589300675
474,0.05883587168542643
475,0.05902546188545019
476,0.059242594739720586
477,0.05942294654622267
478,0.05956582628366727
479,0.05974205881645681
480,0.05992754006223833
481,0.06012549196218383
482,0.06030677867776711
483,0.0605171368165644
484,0.06074219025833367
485,0.0609662974738762
486,0.06119030825970663
487,0.06142270689932247
488,0.06163436951520562
489,0.06183779159309972
490,0.06206215979484849
491,0.0623134791460534
492,0.0625557864721022
493,0.06279664655400477
494,0.06304124928256194
495,0.06330550620480672
496,0.06357318290227768
497,0.06383967409457827
498,0.06411888488958642
499,0.06441178171404285
500,0.0647142429034029
501,0.06504119774898734
502,0.06540009022756224
503,0.06577393591479451
504,0.06615777674999157
505,0.06658755137513366
506,0.06702367889558694
507,0.06745723937494176
508,0.06792531696045395
509,0.06835916690048052
510,0.0687955423502017
511,0.06931309608718794
512,0.06988370471974646
513,0.07049667152652767
514,0.0711296290444343
515,0.07188555926187393
516,0.07267846163510208
517,0.07358014554691075
518,0.07427189390889138
519,0.07494022302707026
520,0.07567780366730596
521,0.07650319266999966
522,0.07720175348384516
523,0.07790001479084341
524,0.07856339051090994
525,0.07937006804805447
526,0.08016289091844095
527,0.08092773960637975
528,0.08159952269210277
529,0.08240129623428202
530,0.08312855549228104
531,0.08381236925863225
532,0.08453332513754495
533,0.08522652149473889
534,0.08584690260145124
535,0.08643025009019616
536,0.08697450790722326
537,0.08750808942317133
538,0.0880168070235976
539,0.08849786960512102
540,0.0889556132376301
541,0.08941558392758092
542,0.08985589938596164
543,0.09030479030044117
544,0.09073095143826182
545,0.09113475161420895
546,0.09153651820015996
547,0.09194274781473832
548,0.09233797445078076
549,0.09269493011649373
550,0.0930294582231202
551,0.09335177431375691
552,0.09363150018267732
553,0.09387797098992028
554,0.09410343892466673
555,0.09426013802289232
556,0.09442213046034575
557,0.09448076463589077
558,0.09451149049521657
559,0.09451032942105991
560,0.09449492599883194
561,0.09453179761879787
562,0.09444432591899057
563,0.09432720260324298
564,0.09429864668380905
565,0.09421203405351525
566,0.09420229091561058
567,0.09395219248947359
568,0.09400235684658463
569,0.09403317964193396
570,0.09385133664538331
571,0.09366974013454465
572,0.09349880551194803
573,0.09334230038035383
574,0.09325562487041901
575,0.09318765712217814
576,0.09314511224587635
577,0.09311823763715169
578,0.09307111354080963
579,0.09293289624938458
580,0.09291101831367843
581,0.09282875490508642
582,0.09275228156283667
583,0.09271247289261411
584,0.09272474978223019
585,0.09281062561537401
586,0.09276346195245475
587,0.09278061150477251
588,0.09294622894322735
589,0.09306999378343553
590,0.09321399016429904
591,0.0933391457712233
592,0.09343998680182308
593,0.09355317820689704
594,0.0936713635335311
595,0.09376457275512172
596,0.09388203235987547
597,0.09398086017554039
598,0.09404123576019083
599,0.09410933244684067
600,0.09419438041418687
601,0.09430901575330673
602,0.09440072997190624
603,0.09446349551561302
604,0.0945053663060439
605,0.09453210522909691
606,0.09460795424728155
607,0.09466738041946869
608,0.09472104478913668
609,0.09477477261304632
610,0.09482695685052164
611,0.09487146743095598
612,0.09490938921078801
613,0.09491056299567885
614,0.0949802875003462
615,0.0950562875765536
616,0.09506877328267833
617,0.0950744997706496
618,0.09512168549959278
619,0.09522300630890297
620,0.09533021625476357
621,0.09544654501202496
622,0.09558039986715448
623,0.09574121674046804
624,0.09591853964160933
625,0.09609522918642108
626,0.09629584918746914
627,0.0965137615196592
628,0.09672210892261868
629,0.09692369575729995
630,0.09713092675680135
631,0.09732238620952618
632,0.09749214624033106
633,0.09763163763751678
634,0.09777397231637516
635,0.09789556520719093
636,0.09795761243400122
637,0.09798680296302656
638,0.09800226753787974
639,0.09794176140112129
640,0.09790061418442252
641,0.09786823334115005
642,0.0978306680915387
643,0.09778386723202961
644,0.09773511552002555
645,0.09769055831817695
646,0.09766966920396612
647,0.09766128953415698
648,0.09766680671860947
649,0.09767326554906346
650,0.09766110192041753
651,0.09767674924830358
652,0.0977059385558189
653,0.09775326086070629
654,0.0978431545031868
655,0.0979389767989472
656,0.09799096353664857
657,0.09803051298126653
658,0.0980425273808232
659,0.09803372932014226
660,0.09802490113334349
661,0.09802218186081438
662,0.09803681945864587
663,0.09806598874855196
664,0.09808961801317871
665,0.09806950917437515
666,0.0980590164356839
667,0.09810678091693634
668,0.09820331154448485
669,0.09831137201804377
670,0.09843240935641111
671,0.09860968462562197
672,0.09878983441947327
673,0.09897049389950618
674,0.09916491127026246
675,0.09938248086574333
676,0.0996208690438744
677,0.09987364665525339
678,0.10013894701841478
679,0.10044382446493538
680,0.10077840361189302
681,0.10113012416545625
682,0.101503766324806
683,0.10194233174121808
684,0.10245760286281988
685,0.10302568581565316
686,0.10384276769907322
687,0.10477269504011277
688,0.10576018426735244
689,0.10669256701573437
690,0.1078199769621789
691,0.10916952927907153
692,0.11080342122899617
693,0.1125572436770472
694,0.11452378057935525
695,0.11649488963936169
696,0.11850379697558693
697,0.12066242035686073
698,0.12330319457284211
699,0.12623970375873933
700,0.12888505791362953
701,0.13165627713984468
702,0.13455021099969672
703,0.1377154542441304
704,0.140436345640841
705,0.1433634820636243
706,0.14621290535851994
707,0.14956426166485154
708,0.15285010365230156
709,0.15617220124218004
710,0.15995577901121671
711,0.1634003226738774
712,0.16652095540392664
713,0.1704393731515609
714,0.17431558726349078
715,0.17822883244252952
716,0.1813270960219662
717,0.184951406660256
718,0.18905503204210788
719,0.19331568048856945
720,0.19772100316430963
721,0.20190222366167038
722,0.2058162244190872
723,0.20961173360081278
724,0.21364913094649368
725,0.21778411112472215
726,0.22216274616265103
727,0.2263096844304568
728,0.23033321879719015
729,0.23456833661156534
730,0.2382361164992839
731,0.24168516289115008
732,0.24581250890422382
733,0.2491944705953592
734,0.2524040923761893
735,0.2558155081197493
736,0.2593290023100491
737,0.26275883132249744
738,0.2659948639683042
739,0.2690558037026216
740,0.27211392203859164
741,0.27505013598841976
742,0.27773402571757455
743,0.2803382426633838
744,0.28300793240540145
745,0.2853948361506137
746,0.28748020693150433
747,0.28957866399035026
748,0.2915781955788814
749,0.29346557971470366
750,0.2952559532499954
751,0.2969244149697781
752,0.2984484584532088
753,0.2999157085867191
754,0.3012654549691425
755,0.3025268250911446
756,0.3037448370586463
757,0.3049030233606315
758,0.30602948175924516
759,0.30718058363586626
760,0.3086529997755477
761,0.31022221677675865
762,0.31094131844418893
763,0.31140757059881896
764,0.31180848183795284
765,0.31221465857144715
766,0.3126111083871194
767,0.31304436078068304
768,0.31350893520347534
769,0.31403141838620063
770,0.3145951233179157
771,0.31513092584325963
772,0.31565598110601706
773,0.31617186018436855
774,0.3166659009496594
775,0.3171415367906641
776,0.3176100124351523
777,0.31801197110593893
778,0.3184110194234615
779,0.3188323034085516
780,0.3192461488824436
781,0.3196368165776462
782,0.3200295290265289
783,0.3204086520783398
784,0.32078899836055563
785,0.3211695951301976
786,0.3215380574007663
787,0.321894952846315
788,0.322285429532157
789,0.32269752700820814
790,0.3231079667406242
791,0.3235302625980064
792,0.3239497602011952
793,0.32439181724998617
794,0.3248218031167529
795,0.3252272692213879
796,0.32560850650033923
797,0.326002511492113
798,0.3264088281137598
799,0.326803945642394
800,0.32721073488067265
801,0.3275981871638929
802,0.3279978408462842
803,0.3284044770462249
804,0.32882496522429716
805,0.329234790781311
806,0.32963640143203654
807,0.3300443700918284
808,0.33045748181581014
809,0.3308227950716664
810,0.33115126792643534
811,0.331503948626527
812,0.331817046094123
813,0.33212509292274095
814,0.3324459829351195
815,0.3327229346178311
816,0.333066038522282
817,0.333477888803175
818,0.3339410319930633
819,0.334383127831411
820,0.3347784142987736
821,0.33514071635137943
822,0.3354911404363028
823,0.33584030737194726
824,0.33622439446033753
825,0.33658884301186
826,0.3369191082349887
827,0.33722614817879326
828,0.337557779401255
829,0.33791104357395985
830,0.3382823040771163
831,0.33864886696482066
832,0.3389804258949042
833,0.33933259950916844
834,0.3396877608314881
835,0.3400387531147284
836,0.34039658679216783
837,0.34076895101398275
838,0.3411527500797632
839,0.3415079582730362
840,0.3418787861012616
841,0.34223250754202605
842,0.3426009807152458
843,0.3429679253642617
844,0.3433221376908099
845,0.34369784597912956
846,0.3440344473079564
847,0.3443784146734891
848,0.34473176144046697
849,0.34506575522976646
850,0.34540893673458445
851,0.3457619574519537
852,0.3461250213285004
853,0.3464873894430759
854,0.3468550632633869
855,0.3471917728989981
856,0.3475096223216031
857,0.34788942170823023
858,0.34822019451681063
859,0.3485288825273565
860,0.34884393885459913
861,0.3491360703883749
862,0.3494650373656283
863,0.3497973425518204
864,0.35011152002357115
865,0.3504769406680625
866,0.3507765574650962
867,0.3510545621901522
868,0.3513696441613005
869,0.35174070472430313
870,0.35206835718054297
871,0.3523676635530051
872,0.3527028301014342
873,0.35302579094631575
874,0.3533515186111891
875,0.3536650595719421
876,0.35396716856923716
877,0.35426352914326775
878,0.35457312640912575
879,0.35491857431911406
880,0.35523225098054767
881,0.3555068780579964
882,0.35579884459314964
883,0.3561343861221603
884,0.356417565221515
885,0.35668615325056385
886,0.35701801073357053
887,0.3573683824149204
888,0.35761551228484134
889,0.3578602181186578
890,0.358120602518501
891,0.3584122953663289
892,0.3586476601620243
893,0.35890670153380466
894,0.3591948580495569
895,0.35945673213048873
896,0.3596791719975485
897,0.35978047271154767
898,0.35990879245054264
899,0.36008404471669797
900,0.36030580984407445
901,0.3605834010644685
902,0.3608515678409183
903,0.36113329304872943
904,0.36142618908865093
905,0.3616546975585976
906,0.36183445481262916
907,0.3619960759524361
908,0.3621633431911605
909,0.36228403709783463
910,0.3623750583397792
911,0.36249872033909225
912,0.362705254621451
913,0.3628208011118177
914,0.36291527448656635
915,0.36316096568844747
916,0.3634566155956235
917,0.36379845245521414
918,0.36409901193639754
919,0.3643418354576938
920,0.36462397184234197
921,0.36486794686653884
922,0.36499795412540703
923,0.365040784791157
924,0.36505566330017525
925,0.36501862765735105
926,0.3648808822968356
927,0.3646243124732187
928,0.3642578821892938
929,0.3639547821234071
930,0.36371902128627664
931,0.3632127333941831
932,0.3627463417741026
933,0.3622570605932825
934,0.3616388987830583
935,0.3613340600861047
936,0.3612621135955284
937,0.361415754329626
938,0.36174333316505836
939,0.3623231762839484
940,0.3625296197675562
941,0.3624986306639377
942,0.3625108072810328
943,0.3626253182879684
944,0.3625446652118507
945,0.36238991328196435
946,0.3621930119601532
947,0.3619136421443887
948,0.36200654167655055
949,0.36201307183974984
950,0.3617478962100992
951,0.3614776100647572
952,0.36135359377225773
953,0.36138067800085727
954,0.3613398102528397
955,0.3609653670230625
956,0.36104965064696903
957,0.36130300981137675
958,0.36161039471809064
959,0.3619289801490303
960,0.3622913836347095
961,0.36248601459900176
962,0.362802089420587
963,0.36329184722245955
964,0.3640471768585477
965,0.364436280494001
966,0.36475812478890934
967,0.36496812732366746
968,0.3652066845776204
969,0.3655386040426534
970,0.3659950919353321
971,0.3662250948304489
972,0.366351872703756
973,0.3665610298790902
974,0.36678219911197396
975,0.36706091900836735
976,0.3674363736495506
977,0.3676405777468749
978,0.3677995830590386
979,0.36821632223376244
980,0.3687300166104769
981,0.3691518708828148
982,0.3695560882203292
983,0.36992354079842316
984,0.3702650192567294
985,0.3707766578880448
986,0.37123043847096565
987,0.3713959745725225
988,0.3720335641161393
989,0.3724265570148763
990,0.37287623455243046
991,0.3733273341879041
992,0.3735234043940841
993,0.37391117069021895
994,0.3743229223512723
995,0.37462442692125963
996,0.37509884755700823
997,0.3752324903769854
998,0.3756393478274207
999,0.3761552071525185
1000,0.37661007266751245
1001,0.3828260324904826
1002,0.38322778795999923
1003,0.3837108554135631
1004,0.3841462887247824
1005,0.384622681648971
1006,0.3851018624135737
1007,0.3855823627655509
1008,0.38607009799060543
1009,0.38653034644009765
1010,0.3870592888994996
1011,0.3875483305945385
1012,0.38807148829402693
1013,0.3885716257258713
1014,0.3890893375388952
1015,0.3896439055768939
1016,0.39016514203196806
1017,0.39072011290713976
1018,0.3912482137483858
1019,0.39173578106370655
1020,0.3921868757010377
1021,0.3927159031087395
1022,0.39318181433809907
1023,0.39366043145992474
1024,0.3941898380510515
1025,0.3946399028669003
1026,0.39511242790382395
1027,0.3956322924355578
1028,0.3961483845169276
1029,0.39659291136816205
1030,0.3970738338093036
1031,0.39753386119529555
1032,0.3979742852535182
1033,0.3984092093811411
1034,0.39884259292872004
1035,0.39930502658019507
1036,0.3998479276847594
1037,0.40033351973308984
1038,0.4008399368170653
1039,0.4013335262520036
1040,0.4017633359530891
1041,0.4021662693091755
1042,0.4025783138801465
1043,0.40298786852616747
1044,0.4033978620963158
1045,0.40381311890049487
1046,0.40420820440713
1047,0.40458216947041437
1048,0.4049470821896015
1049,0.4052926503506105
1050,0.4057188423071898
1051,0.4061120624271025
1052,0.40639988829363527
1053,0.406666824776333
1054,0.4069847206409535
1055,0.40728534347650214
1056,0.40759813220003227
1057,0.4079237059711378
1058,0.40823069367244524
1059,0.40853079137866566
1060,0.40881895341405505
1061,0.40907871249258176
1062,0.4093139715051939
1063,0.40962708212849125
1064,0.40998263094389
1065,0.4102743319080919
1066,0.4106233899795325
1067,0.4109595175517886
1068,0.4113298980065833
1069,0.4116729360959649
1070,0.4119543277286948
1071,0.41227766255516646
1072,0.4124993237151443
1073,0.4127870557576312
1074,0.41307370117986963
1075,0.4133906215918962
1076,0.41370265373443216
1077,0.4140906659441237
1078,0.4144325805991981
1079,0.4147222957189533
1080,0.4149652618491553
1081,0.4152745152148023
1082,0.41551312425437925
1083,0.41579461477580315
1084,0.4160355818898228
1085,0.4162673339764744
1086,0.4164637931875155
1087,0.4166494265968061
1088,0.4168574898511813
1089,0.41704021650446516
1090,0.4172342176270344
1091,0.41738484100771567
1092,0.41758398918588524
1093,0.41777688387537576
1094,0.41794377129939353
1095,0.4180899650566675
1096,0.418211634088561
1097,0.41834184139747715
1098,0.4184938926739482
1099,0.4186014261964591
1100,0.4186085184448057
1101,0.41868419661732137
1102,0.4187516420385119
1103,0.41884150977440093
1104,0.41890396630002213
1105,0.418965700690249
1106,0.41900577892506274
1107,0.4191138766755615
1108,0.41921738785896273
1109,0.4192763088804444
1110,0.4195656844559193
1111,0.419711223622553
1112,0.41970802837545257
1113,0.41961182412866527
1114,0.4193356975045457
1115,0.4191670949390761
1116,0.41903920760254776
1117,0.4188843648858299
1118,0.4186659008899506
1119,0.41837454449011635
1120,0.41786937920403644
1121,0.4171483977772088
1122,0.41651117543928223
1123,0.41588108932678103
1124,0.4155640197842916
1125,0.41525082646194844
1126,0.415093060825666
1127,0.41480134257241374
1128,0.4144732817011345
1129,0.4140642152766026
1130,0.4136763697885524
1131,0.41321341702612224
1132,0.41274229261031303
1133,0.41225095830756103
1134,0.41159716440556937
1135,0.41108586465262215
1136,0.41059202705925557
1137,0.40997752686127187
1138,0.40941491070698816
1139,0.40876586483771793
1140,0.4080531600376155
1141,0.40726921566687124
1142,0.4067007251619599
1143,0.40597786798559676
1144,0.40520264022063707
1145,0.40427377551836424
1146,0.40311236693341523
1147,0.40206060708164304
1148,0.4008163090953423
1149,0.3995584909339489
1150,0.3985518691351496
1151,0.39778809906270873
1152,0.3974417682549396
1153,0.3970152659240026
1154,0.39669565788459005
1155,0.3966556401065082
1156,0.39636817168869143
1157,0.3963007664862237
1158,0.39628749882596775
1159,0.3961758295880942
1160,0.3960012193412782
1161,0.39586465403211546
1162,0.39571906264581763
1163,0.39562662619116395
1164,0.39565493040807515
1165,0.39569759585076014
1166,0.39580344649605126
1167,0.39598288772687906
1168,0.39614525102452347
1169,0.3963257686446721
1170,0.3965161359906425
1171,0.39655566198619197
1172,0.39662339499278443
1173,0.3967051810824711
1174,0.3968262970180648
1175,0.39697785153999765
1176,0.39710148560314884
1177,0.3972351879568763
1178,0.3973647729239189
1179,0.39752194208703084
1180,0.3976697737420337
1181,0.3978329900656159
1182,0.39800002043084204
1183,0.3981708406631429
1184,0.39833580764533716
1185,0.3985134578002115
1186,0.398675632444247
1187,0.39887482449259015
1188,0.3990680671959883
1189,0.3992208240209918
1190,0.3994098423071767
1191,0.39966232244963507
1192,0.3998918527621077
1193,0.4001303262948406
1194,0.4003414213492658
1195,0.4005678229039283
1196,0.40079164373903486
1197,0.4010504734386834
1198,0.40133594447335036
1199,0.4016177012509772
1200,0.4018987783187556
1201,0.40218627130774354
1202,0.40248006941664727
1203,0.40279392375574496
1204,0.40315160296399344
1205,0.40351286337805725
1206,0.40386617102083566
1207,0.40425522214819853
1208,0.40466313970666207
1209,0.40505551319505984
1210,0.40542598200446456
1211,0.40581958029053683
1212,0.4062034279874286
1213,0.406609240282604
1214,0.407067555825362
1215,0.4075120290432338
1216,0.40795442669704757
1217,0.40844391437647853
1218,0.4088984004650203
1219,0.4093659762285979
1220,0.4098641067706889
1221,0.4103310743035852
1222,0.41082787056164205
1223,0.41133707025897015
1224,0.41183863359631623
1225,0.41240462516048737
1226,0.4129565115868893
1227,0.41347840178610706
1228,0.41400509498750415
1229,0.41455122099673203
1230,0.41506274367378093
1231,0.4155708846231646
1232,0.416073876988042
1233,0.4165480985498557
1234,0.41702456904272983
1235,0.4175027702371896
1236,0.4179893703837621
1237,0.41848916985938167
1238,0.4189620975372798
1239,0.4194600017888237
1240,0.4199780157144351
1241,0.42049113962594364
1242,0.4209913813727606
1243,0.42147011706648496
1244,0.42192184226695006
1245,0.42237590607539044
1246,0.42280566637068473
1247,0.42324962199965366
1248,0.4237280727874584
1249,0.4241744354205458
1250,0.4246194629351525
1251,0.42504268256765854
1252,0.4254480867586885
1253,0.4258367176453417
1254,0.426222945718551
1255,0.42658996132936944
1256,0.4269644517604248
1257,0.42730571043393195
1258,0.42764669232295904
1259,0.42796176852035067
1260,0.4282885706548548
1261,0.4286145004884121
1262,0.4289221814167772
1263,0.42919995652587317
1264,0.42947934303952573
1265,0.4297402586032676
1266,0.42998183291476993
1267,0.4302198961450132
1268,0.43046753542785826
1269,0.4306570524127111
1270,0.43088880402669527
1271,0.43108108944281687
1272,0.43126745253985854
1273,0.4314551924395757
1274,0.43164376221604317
1275,0.43182864610307053
1276,0.4319719956154283
1277,0.4321210884526778
1278,0.43225058334986255
1279,0.43233746504391574
1280,0.43241320711896813
1281,0.4324788526285741
1282,0.43249214340030745
1283,0.43251720584170283
1284,0.43250526912874493
1285,0.43238442339277194
1286,0.4322325052928089
1287,0.43206056504894264
1288,0.43198592204864694
1289,0.4318018585289177
1290,0.4316999674169587
1291,0.4316856831945216
1292,0.4316321392454423
1293,0.4313923776230698
1294,0.43120375922399273
1295,0.4310647269153609
1296,0.43065463760979994
1297,0.43023322705391553
1298,0.4297984259932324
1299,0.4293045330531422
1300,0.42902352306357094
1301,0.42893971066361103
1302,0.4289024762472274
1303,0.42865737076516397
1304,0.4281074906622755
1305,0.4275335729383498
1306,0.42691628339140086
1307,0.42641839115067737
1308,0.42615430745707794
1309,0.4259836856375049
1310,0.42583963055347085
1311,0.42539291037739285
1312,0.424647538269491
1313,0.42367501553783515
1314,0.42295543139271896
1315,0.42202077879494554
1316,0.42137565277489986
1317,0.4210678816490815
1318,0.4208650614003515
1319,0.4201735149506653
1320,0.41927893480223716
1321,0.41853336549621817
1322,0.41779559013652
1323,0.4171626407590845
1324,0.41632675492973015
1325,0.41554389163829825
1326,0.4143772037369987
1327,0.4129011723713837
1328,0.4117941970584288
1329,0.41055772797234447
1330,0.40970225437720587
1331,0.40871744585766706
1332,0.40748449119990837
1333,0.40628173219652897
1334,0.40503941960776396
1335,0.4041170793225952
1336,0.4028335536544636
1337,0.40192154838707905
1338,0.4012091947296309
1339,0.400518371052345
1340,0.39971986151861105
1341,0.3990820427263197
1342,0.39863089565778786
1343,0.3980385598204106
1344,0.39740617177384485
1345,0.39693979200450913
1346,0.3961993499650137
1347,0.3954548541936808
1348,0.3948162653938172
1349,0.39402910118207407
1350,0.39381946489043346
1351,0.3934254795262804
1352,0.39268040356261125
1353,0.3912764619288536
1354,0.3899191681939573
1355,0.38929694023099315
1356,0.3878983128228243
1357,0.38926221528914207
1358,0.3886875511562018
1359,0.38990190057768537
1360,0.38816114136658686
1361,0.3891440210848016
1362,0.38856864164889154
1363,0.3875584133170866
1364,0.3844225451661484
1365,0.3888673267525484
1366,0.38815002938997706
1367,0.3914994039276962
1368,0.38801348938657354
1369,0.386360742349809
1370,0.3827398643767772
1371,0.37521564059869383
1372,0.37426874338715604
1373,0.36983319210610355
1374,0.3687074928044778
1375,0.3702237691243824
1376,0.3700506700667483
1377,0.3665764582818489
1378,0.36544994659455543
1379,0.3619360148708963
1380,0.36087862900854817
1381,0.3592370331970484
1382,0.35589641356487883
1383,0.3506495614674141
1384,0.3420902382009034
1385,0.33803384329540664
1386,0.3329603837038497
1387,0.32756631021161364
1388,0.3265553584681635
1389,0.3218492048899182
1390,0.31958333643284387
1391,0.313623551880195
1392,0.3126367454471235
1393,0.3084927305636763
1394,0.307135534480391
1395,0.30299497182880836
1396,0.29599754314630666
1397,0.2925244837385239
1398,0.2919488747479153
1399,0.288729697155768
1400,0.2872485600588429
1401,0.2846625956275161
1402,0.281554217524852
1403,0.2774999727226285
1404,0.2725220616838133
1405,0.26919115441012215
1406,0.2659133029868649
1407,0.26268639798642945
1408,0.260155878788183
1409,0.2579359823644577
1410,0.2555609275775405
1411,0.25356541254837117
1412,0.2523050946604027
1413,0.25181960825982364
1414,0.25039693287181486
1415,0.24916481273767235
1416,0.2474901586625526
1417,0.24680863315906368
1418,0.24623839874691736
1419,0.24544977657762612
1420,0.24472399065939981
1421,0.24363767274441947
1422,0.24328276365968476
1423,0.24334848507069154
1424,0.2431728974668152
1425,0.24285405727417292
1426,0.24228748119222693
1427,0.24156488670301685
1428,0.24126714636533486
1429,0.24107813830940159
1430,0.24075314319165017
1431,0.2404991355616145
1432,0.24023995691342992
1433,0.2396671792562102
1434,0.23936006151723935
1435,0.2393669051071305
